Temperature   	Mass18	Mass51	Mass67	Mass28
6.9752E+2	1.3524E-10	6.9972E-12	5.3880E-12	9.2415E-11
6.9770E+2	1.0951E-10	4.3882E-12	7.6806E-12	1.2840E-10
6.9795E+2	8.4039E-11	2.6260E-12	4.4352E-12	9.2013E-11
6.9831E+2	1.0100E-10	6.4103E-12	8.9460E-12	6.0479E-11
6.9882E+2	1.2963E-10	1.0202E-11	6.0141E-12	1.1341E-10
6.9911E+2	6.2887E-11	2.6815E-12	1.0929E-11	4.0168E-11
6.9940E+2	1.3340E-10	1.8682E-12	9.7132E-12	6.2559E-11
6.9945E+2	5.3520E-11	2.6818E-12	2.1836E-12	7.4346E-11
6.9983E+2	7.7923E-11	4.2244E-12	4.9902E-12	1.3913E-10
7.0021E+2	1.1674E-10	5.8250E-12	6.5175E-12	3.6816E-11
7.0056E+2	1.2109E-10	2.8966E-12	8.8590E-12	6.8723E-11
7.0086E+2	8.7584E-11	8.5752E-12	5.8971E-12	7.3180E-11
7.0103E+2	8.2206E-11	1.0508E-11	6.2098E-12	3.6363E-11
7.0117E+2	1.3720E-10	3.6584E-12	3.0258E-12	6.6036E-11
7.0144E+2	9.7290E-11	5.1271E-12	2.5600E-12	1.2224E-10
7.0178E+2	9.3538E-11	2.9735E-12	7.4037E-12	9.7695E-11
7.0214E+2	8.2394E-11	1.5471E-12	7.3729E-12	1.0907E-10
7.0243E+2	5.4898E-11	9.7967E-12	9.7217E-12	6.7794E-11
7.0265E+2	1.0098E-10	7.9683E-12	5.6140E-12	6.1035E-11
7.0289E+2	1.1176E-10	8.0134E-12	6.7458E-12	9.0483E-11
7.0322E+2	8.3870E-11	2.2704E-12	8.3263E-12	8.0932E-11
7.0365E+2	9.7225E-11	2.5156E-12	1.5302E-12	7.3540E-11
7.0399E+2	7.0648E-11	7.1172E-12	5.5053E-12	4.2430E-11
7.0428E+2	9.8346E-11	2.1877E-12	8.8330E-12	9.2415E-11
7.0446E+2	1.2046E-10	7.7130E-12	2.0586E-12	1.1970E-10
7.0464E+2	1.0353E-10	7.2264E-12	5.5849E-12	8.7140E-11
7.0484E+2	1.1132E-10	6.1378E-12	2.1848E-12	6.5678E-11
7.0545E+2	1.2360E-10	3.1643E-12	1.3496E-12	7.9336E-11
7.0569E+2	1.3810E-10	9.7737E-12	2.0843E-12	6.8991E-11
7.0593E+2	5.2049E-11	7.0801E-12	2.4165E-12	2.4596E-11
7.0604E+2	8.7030E-11	9.7035E-12	2.4735E-12	6.7928E-11
7.0628E+2	9.6993E-11	7.8862E-12	4.8114E-12	1.0433E-10
7.0658E+2	9.2252E-11	3.7922E-12	2.0074E-12	6.1481E-11
7.0711E+2	8.7590E-11	6.2155E-12	1.9142E-12	7.5029E-11
7.0742E+2	4.9606E-11	3.0179E-12	4.8382E-12	8.9390E-11
7.0773E+2	6.1420E-11	5.2302E-12	8.6020E-12	7.5061E-11
7.0791E+2	8.0368E-11	2.3326E-12	6.6567E-12	5.2049E-11
7.0811E+2	9.1871E-11	4.3817E-12	5.7877E-12	3.5458E-11
7.0846E+2	1.2457E-10	2.6687E-12	2.3484E-12	7.1931E-11
7.0886E+2	8.6610E-11	7.7901E-12	2.1924E-12	8.6593E-11
7.0906E+2	8.5424E-11	1.1091E-11	6.3417E-12	7.9443E-11
7.0935E+2	7.5882E-11	3.2481E-12	6.7381E-12	6.4961E-11
7.0948E+2	1.2241E-10	7.4801E-12	1.9103E-12	1.0306E-10
7.0972E+2	1.2419E-10	3.7464E-12	1.8557E-12	4.9840E-11
7.1010E+2	1.2409E-10	6.6738E-12	6.9419E-12	7.1147E-11
7.1043E+2	8.3294E-11	1.1264E-11	7.0429E-12	6.0243E-11
7.1084E+2	9.2682E-11	1.0725E-11	8.3771E-12	7.2427E-11
7.1088E+2	6.5419E-11	4.9185E-12	7.2084E-12	8.7700E-11
7.1112E+2	8.5328E-11	8.4664E-12	2.6000E-12	8.4155E-11
7.1152E+2	1.0305E-10	2.1672E-12	1.9168E-12	8.1687E-11
7.1190E+2	2.3746E-11	1.1129E-11	5.6384E-12	1.0718E-10
7.1223E+2	1.3478E-10	5.9826E-12	2.3730E-12	7.5736E-11
7.1251E+2	3.4062E-11	2.9758E-12	1.4881E-12	1.3647E-10
7.1263E+2	9.8564E-11	2.3928E-12	8.5480E-13	1.1362E-10
7.1288E+2	1.1249E-10	2.1263E-12	5.9729E-12	9.3017E-11
7.1309E+2	7.9733E-11	1.0027E-11	7.0469E-12	7.7192E-11
7.1343E+2	1.3146E-10	5.0155E-12	1.7514E-12	1.2931E-10
7.1389E+2	1.4687E-10	7.9949E-12	1.7313E-12	6.8812E-11
7.1412E+2	7.4382E-11	3.1277E-12	6.8384E-12	1.0015E-10
7.1420E+2	8.0021E-11	7.7491E-12	5.3902E-12	4.2290E-11
7.1449E+2	9.0227E-11	1.0013E-11	2.2058E-12	6.9262E-11
7.1472E+2	9.8902E-11	4.3573E-12	4.9716E-12	1.0263E-10
7.1522E+2	1.2369E-10	8.1009E-12	7.8421E-12	9.1823E-11
7.1559E+2	1.2564E-10	6.4355E-12	7.8396E-12	7.6950E-11
7.1584E+2	1.0912E-10	4.0043E-12	2.1900E-12	6.3181E-11
7.1600E+2	5.1882E-11	6.8943E-12	1.1891E-12	7.1510E-11
7.1613E+2	1.1076E-10	7.3868E-12	5.6713E-12	8.0836E-11
7.1652E+2	4.8343E-11	5.4534E-12	9.0950E-12	9.1333E-11
7.1689E+2	1.3295E-10	6.1016E-12	6.6123E-12	8.1465E-11
7.1717E+2	1.7293E-10	2.2493E-12	9.5104E-12	4.0699E-11
7.1739E+2	6.7008E-11	2.6415E-12	1.7514E-12	7.3531E-11
7.1754E+2	7.9369E-11	1.0066E-11	6.2489E-12	1.3090E-10
7.1800E+2	8.5509E-11	5.1020E-12	7.6585E-12	7.4170E-11
7.1805E+2	6.5091E-11	2.5836E-12	2.0924E-12	8.5159E-11
7.1839E+2	8.2613E-11	9.0836E-12	2.0586E-12	1.2021E-10
7.1874E+2	9.3044E-11	5.6292E-12	5.8216E-12	9.6846E-11
7.1917E+2	8.1481E-11	5.8477E-12	7.6850E-12	8.6572E-11
7.1937E+2	7.7976E-11	9.8238E-12	4.0811E-12	1.0514E-10
7.1955E+2	2.9272E-11	8.5825E-12	7.2135E-12	8.4240E-11
7.1978E+2	1.2858E-10	6.8043E-12	1.7313E-12	8.5714E-11
7.2027E+2	7.8377E-11	6.2880E-12	9.1161E-12	6.4486E-11
7.2042E+2	1.2186E-10	8.3745E-12	7.9810E-13	4.9262E-11
7.2059E+2	9.0460E-11	9.6194E-12	5.2840E-12	6.8946E-11
7.2085E+2	4.7369E-11	8.5190E-12	9.6140E-12	1.0805E-10
7.2116E+2	1.0830E-10	6.9576E-12	2.1427E-12	8.0386E-11
7.2165E+2	1.2161E-10	9.3975E-12	2.5998E-12	6.4109E-11
7.2194E+2	6.5174E-11	3.4672E-12	7.9596E-12	4.7630E-11
7.2197E+2	9.4568E-11	2.0047E-12	1.5500E-12	7.9978E-11
7.2226E+2	8.8669E-11	6.5344E-12	1.8747E-12	5.6675E-11
7.2260E+2	9.2054E-11	3.3425E-12	9.0080E-12	5.9908E-11
7.2294E+2	8.9319E-11	7.2063E-12	1.0853E-11	7.1185E-11
7.2331E+2	8.8165E-11	6.4331E-12	6.0197E-12	1.1861E-10
7.2348E+2	8.6508E-11	6.2453E-12	9.2363E-12	6.5345E-11
7.2367E+2	6.8281E-11	4.2273E-12	7.0487E-12	4.9575E-11
7.2381E+2	6.6625E-11	9.2956E-12	6.1318E-12	1.0565E-10
7.2418E+2	5.8360E-11	7.2764E-12	6.4196E-12	1.0603E-10
7.2452E+2	7.9991E-11	8.8250E-12	2.0229E-12	3.3870E-11
7.2487E+2	7.1447E-11	6.2758E-12	6.3170E-12	8.5759E-11
7.2494E+2	3.4243E-11	6.8894E-12	4.7200E-12	1.1156E-10
7.2519E+2	4.1215E-11	8.5926E-12	8.2730E-12	8.0935E-11
7.2548E+2	1.2121E-10	2.9314E-12	8.6990E-12	6.1311E-11
7.2596E+2	6.9635E-11	2.1272E-12	9.8530E-12	3.6934E-11
7.2623E+2	8.9621E-11	7.6479E-12	2.0586E-12	5.7855E-11
7.2651E+2	8.4737E-11	6.8184E-12	1.7313E-12	7.2427E-11
7.2669E+2	6.8731E-11	2.4951E-12	5.5709E-12	1.2109E-10
7.2682E+2	7.8818E-11	5.1686E-12	1.5740E-12	1.2605E-10
7.2706E+2	1.2825E-10	7.3461E-12	5.4335E-12	7.1499E-11
7.2757E+2	1.3013E-10	3.0146E-12	7.7039E-12	6.0553E-11
7.2782E+2	6.1871E-11	3.7922E-12	2.1044E-12	1.0770E-10
7.2801E+2	1.2950E-10	1.8446E-12	2.0384E-12	1.0739E-10
7.2818E+2	2.7744E-11	6.3350E-12	6.7043E-12	1.3279E-10
7.2845E+2	1.1615E-10	1.3784E-11	7.5898E-12	5.8735E-11
7.2880E+2	4.4827E-11	9.7432E-12	2.0632E-12	1.3267E-10
7.2915E+2	8.8165E-11	1.3135E-11	8.4883E-12	5.1449E-11
7.2941E+2	1.1113E-10	6.1016E-12	2.0586E-12	5.9484E-11
7.2959E+2	9.0430E-11	1.0004E-11	2.7272E-12	4.9089E-11
7.2978E+2	6.8801E-11	3.7645E-12	8.3405E-12	7.4018E-11
7.3020E+2	1.1181E-10	5.1087E-12	2.7318E-12	6.4288E-11
7.3055E+2	1.3702E-10	9.5522E-12	1.8335E-12	8.4662E-11
7.3077E+2	7.4035E-11	4.9413E-12	6.6643E-12	1.0295E-10
7.3095E+2	1.2480E-10	3.0316E-12	2.5808E-12	7.8334E-11
7.3104E+2	5.0539E-11	8.1701E-12	8.6678E-12	5.7335E-11
7.3134E+2	9.4807E-11	6.0737E-12	1.5302E-12	6.9002E-11
7.3168E+2	1.1828E-10	3.5943E-12	1.0443E-11	7.7411E-11
7.3210E+2	1.1610E-10	7.9479E-12	2.0384E-12	7.0661E-11
7.3224E+2	8.3989E-11	7.3344E-12	7.7118E-12	4.6635E-11
7.3249E+2	1.0439E-10	7.3985E-12	1.7307E-12	9.8270E-11
7.3284E+2	1.2556E-10	6.0546E-12	8.0019E-12	4.2766E-11
7.3317E+2	9.8984E-11	8.8327E-12	2.7485E-12	1.0205E-10
7.3345E+2	9.3998E-11	7.7939E-12	9.5429E-12	5.9053E-11
7.3349E+2	6.5188E-11	1.3188E-11	2.6632E-12	6.7844E-11
7.3373E+2	1.0299E-10	4.4020E-12	2.2441E-12	9.7754E-11
7.3397E+2	5.9250E-11	7.1102E-12	2.5600E-12	1.1143E-10
7.3436E+2	5.6972E-11	4.1157E-12	9.1230E-12	8.0823E-11
7.3476E+2	7.8467E-11	3.7235E-12	2.4773E-12	3.4457E-11
7.3498E+2	6.9722E-11	3.7905E-12	2.0834E-12	9.4630E-11
7.3516E+2	1.1674E-10	5.9564E-12	6.9640E-12	2.4169E-11
7.3544E+2	9.2691E-11	1.6944E-12	1.0509E-12	6.8197E-11
7.3583E+2	8.4287E-11	6.3911E-12	1.7514E-12	5.2546E-11
7.3610E+2	8.9503E-11	2.6295E-12	7.9433E-12	1.2869E-10
7.3621E+2	8.9502E-11	8.1575E-12	2.4323E-12	9.0804E-11
7.3640E+2	2.5764E-11	7.6999E-12	1.8546E-12	4.6915E-11
7.3664E+2	1.1538E-10	2.3917E-12	2.3701E-12	7.3597E-11
7.3705E+2	7.0198E-11	6.5388E-12	2.4157E-12	1.0357E-10
7.3746E+2	6.1945E-11	2.3320E-12	5.8388E-12	1.0433E-10
7.3773E+2	8.9135E-11	5.9342E-12	6.9113E-12	9.0360E-11
7.3788E+2	9.9336E-11	9.2371E-12	6.6540E-12	6.1386E-11
7.3814E+2	1.3770E-10	9.4480E-12	1.8157E-12	9.2639E-11
7.3851E+2	9.3134E-11	7.2162E-12	3.1821E-12	1.2687E-10
7.3877E+2	1.0775E-10	6.9223E-12	5.5845E-12	6.4202E-11
7.3892E+2	7.6054E-11	1.0342E-11	7.4928E-12	6.1978E-11
7.3910E+2	8.8669E-11	6.5763E-12	6.2194E-12	6.3241E-11
7.3935E+2	8.4721E-11	4.0923E-12	1.0536E-11	5.5734E-11
7.3965E+2	7.8144E-11	9.8708E-12	1.4086E-12	9.0801E-11
7.4014E+2	8.5281E-11	4.1802E-12	5.9159E-12	9.5455E-11
7.4036E+2	1.1291E-10	8.6072E-12	1.4288E-12	8.0237E-11
7.4063E+2	1.3573E-10	4.2071E-12	6.0634E-12	6.5509E-11
7.4073E+2	7.0379E-11	8.3257E-12	7.3551E-12	1.1970E-10
7.4108E+2	8.8225E-11	6.2624E-12	9.0696E-12	9.4042E-11
7.4147E+2	4.5167E-11	2.3528E-12	2.2234E-12	5.1060E-11
7.4175E+2	4.9514E-11	7.5021E-12	8.9543E-12	8.1915E-11
7.4197E+2	8.8517E-11	2.2493E-12	7.3370E-12	7.0676E-11
7.4215E+2	1.3581E-10	2.6006E-12	2.5813E-12	1.3670E-10
7.4231E+2	8.1571E-11	9.6765E-12	2.6851E-12	1.0043E-10
7.4262E+2	1.1694E-10	4.5583E-12	4.3746E-12	7.0100E-11
7.4300E+2	1.0122E-10	3.0582E-12	1.4510E-12	8.8988E-11
7.4315E+2	3.0463E-11	4.0482E-12	7.1818E-12	8.8319E-11
7.4345E+2	9.6819E-11	5.1358E-12	2.8753E-12	3.6656E-11
7.4367E+2	3.2052E-11	8.9584E-12	2.2041E-12	1.3436E-10
7.4402E+2	1.1866E-10	6.5142E-12	1.3986E-11	5.1784E-11
7.4445E+2	7.1447E-11	2.3665E-12	9.6148E-12	7.3601E-11
7.4457E+2	1.0387E-10	4.7575E-12	2.4758E-12	9.1949E-11
7.4477E+2	1.2016E-10	4.6252E-12	1.4285E-12	7.9229E-11
7.4513E+2	3.8956E-11	6.6870E-12	7.2700E-12	8.2074E-11
7.4554E+2	9.9549E-11	1.0335E-11	6.9029E-12	8.5595E-11
7.4578E+2	8.6148E-11	2.9343E-12	6.3150E-12	4.2999E-11
7.4593E+2	1.1188E-10	5.4591E-12	9.1888E-12	5.1990E-11
7.4611E+2	1.0585E-10	5.4464E-12	1.3683E-12	8.8099E-11
7.4647E+2	6.3033E-11	2.1877E-12	9.3420E-12	1.0559E-10
7.4689E+2	1.4137E-10	3.3125E-12	2.5577E-12	1.0263E-10
7.4713E+2	1.5130E-10	7.4320E-12	2.4113E-12	3.5711E-11
7.4728E+2	1.2262E-10	6.9017E-12	8.5977E-12	5.0096E-11
7.4744E+2	1.5983E-10	1.1437E-11	6.0512E-12	9.4581E-11
7.4778E+2	6.7092E-11	4.1422E-12	2.7055E-12	4.2766E-11
7.4809E+2	1.3213E-10	7.3579E-12	2.2041E-12	1.1974E-10
7.4846E+2	6.7162E-11	4.9874E-12	1.5711E-12	9.1749E-11
7.4865E+2	7.4813E-11	6.7615E-12	7.9157E-12	7.9173E-11
7.4869E+2	1.3467E-10	2.1263E-12	1.7558E-12	2.1426E-11
7.4911E+2	1.1012E-10	2.8063E-12	6.9029E-12	9.1864E-11
7.4950E+2	9.5690E-11	3.3983E-12	1.5910E-12	9.9744E-11
7.4974E+2	8.9824E-11	8.1482E-12	2.0790E-12	7.1112E-11
7.4998E+2	6.2179E-11	1.6444E-12	9.4337E-12	8.6017E-11
7.5004E+2	7.7297E-11	8.1899E-12	8.6990E-12	1.1099E-10
7.5033E+2	7.6510E-11	6.8065E-12	2.4370E-12	1.3390E-10
7.5059E+2	9.4037E-11	2.7648E-12	7.1581E-12	7.2586E-11
7.5112E+2	7.0648E-11	7.3061E-12	2.7055E-12	5.6913E-11
7.5133E+2	4.1583E-11	2.4121E-12	8.5080E-12	4.1376E-11
7.5136E+2	7.6510E-11	7.9031E-12	8.1170E-12	4.7852E-11
7.5158E+2	9.2139E-11	4.7265E-12	7.7966E-12	4.9352E-11
7.5200E+2	8.1928E-11	4.2244E-12	7.9596E-12	4.9089E-11
7.5238E+2	1.1639E-10	7.3830E-12	2.6973E-12	7.4902E-11
7.5262E+2	5.8803E-11	3.4410E-12	7.3545E-12	7.8681E-11
7.5272E+2	3.7764E-11	6.0274E-12	9.1204E-12	7.4569E-11
7.5292E+2	9.6650E-11	8.5944E-12	2.3484E-12	1.3279E-10
7.5313E+2	8.5841E-11	6.8043E-12	2.5808E-12	6.1386E-11
7.5364E+2	7.3284E-11	7.2890E-12	6.5227E-12	1.2544E-10
7.5374E+2	1.0705E-10	7.3222E-12	1.6567E-12	1.0421E-10
7.5414E+2	1.3681E-10	7.7703E-12	1.9142E-12	9.4342E-11
7.5427E+2	9.9757E-11	4.1808E-12	2.1497E-12	5.7477E-11
7.5450E+2	9.8220E-11	4.6716E-12	7.9835E-12	5.1457E-11
7.5470E+2	8.6606E-11	5.5416E-12	1.9142E-12	1.3197E-10
7.5505E+2	1.1733E-10	2.7642E-12	6.5751E-12	1.0538E-10
7.5544E+2	5.2833E-11	7.3423E-12	6.5751E-12	9.5252E-11
7.5575E+2	1.3832E-10	4.5802E-12	1.3294E-12	5.8258E-11
7.5589E+2	4.8274E-11	5.9438E-12	1.9142E-12	1.1249E-10
7.5601E+2	9.4606E-11	3.1061E-12	2.7093E-12	6.6423E-11
7.5624E+2	8.9515E-11	2.6415E-12	1.5284E-12	6.2167E-11
7.5678E+2	1.7368E-10	2.8271E-12	2.5185E-12	1.8403E-10
7.5692E+2	9.5724E-11	2.5150E-12	1.3496E-12	3.3582E-11
7.5705E+2	9.1896E-11	2.6392E-12	1.7517E-12	8.8654E-11
7.5727E+2	1.0490E-10	4.8142E-12	5.9854E-12	7.5138E-11
7.5759E+2	1.0505E-10	5.9143E-12	6.0650E-12	6.1143E-11
7.5798E+2	1.0603E-10	9.5339E-12	7.3365E-12	8.4285E-11
7.5828E+2	1.3083E-10	3.2487E-12	1.2496E-12	8.0836E-11
7.5851E+2	1.0901E-10	7.6619E-12	2.4113E-12	4.3719E-11
7.5857E+2	7.9810E-11	9.4854E-12	2.7055E-12	8.7298E-11
7.5885E+2	4.0032E-11	6.9291E-12	1.4086E-12	2.1040E-11
7.5932E+2	1.1188E-10	8.4054E-12	2.0211E-12	1.2544E-10
7.5959E+2	1.1843E-10	8.2857E-12	9.9704E-12	5.7745E-11
7.5974E+2	1.0490E-10	1.9547E-12	2.2742E-12	8.8551E-11
7.5995E+2	9.4329E-11	7.6650E-12	2.0998E-12	5.5216E-11
7.6015E+2	1.2114E-10	1.7841E-12	2.2462E-12	5.5420E-11
7.6054E+2	8.6413E-11	2.3119E-12	2.2234E-12	5.5343E-11
7.6085E+2	1.3063E-10	6.9203E-12	2.3102E-12	1.0550E-10
7.6113E+2	8.4800E-11	5.1383E-12	7.9048E-12	8.3599E-11
7.6129E+2	7.3898E-11	2.6626E-12	7.3886E-12	8.2729E-11
7.6147E+2	6.7398E-11	3.7571E-12	5.3156E-12	7.5284E-11
7.6185E+2	9.8110E-11	5.9269E-12	1.1713E-12	7.9555E-11
7.6220E+2	5.8092E-11	3.7905E-12	8.9003E-12	7.5900E-11
7.6244E+2	9.8777E-11	2.1263E-12	6.4364E-12	5.9573E-11
7.6259E+2	8.6610E-11	4.8054E-12	2.4335E-12	6.3172E-11
7.6272E+2	7.7293E-11	3.3125E-12	6.3403E-12	9.8753E-11
7.6298E+2	6.9238E-11	2.2493E-12	7.0361E-12	7.5329E-11
7.6328E+2	1.1088E-10	2.6082E-12	4.7528E-12	1.6623E-11
7.6376E+2	1.1962E-10	5.5837E-12	2.3952E-12	6.8723E-11
7.6399E+2	6.7494E-11	4.1808E-12	1.0720E-11	5.3768E-11
7.6414E+2	5.9895E-11	2.9539E-12	6.5868E-12	8.9136E-11
7.6438E+2	1.2167E-10	2.1488E-12	1.5086E-12	1.0198E-10
7.6474E+2	8.1953E-11	1.7755E-12	9.0118E-12	8.9143E-11
7.6503E+2	9.0004E-11	6.4608E-12	2.0834E-12	5.1677E-11
7.6510E+2	8.1953E-11	2.4542E-12	8.2550E-13	5.1831E-11
7.6527E+2	1.1546E-10	2.7972E-12	4.3984E-12	8.0476E-11
7.6553E+2	1.0819E-10	3.0649E-12	4.3216E-12	8.5511E-11
7.6589E+2	1.0029E-10	9.2243E-12	5.0590E-12	8.2282E-11
7.6627E+2	4.1896E-11	3.1003E-12	2.6851E-12	1.1065E-10
7.6657E+2	8.7948E-11	2.7888E-12	6.7191E-12	9.2472E-11
7.6677E+2	8.3613E-11	9.7952E-12	5.7971E-12	6.8712E-11
7.6684E+2	8.7246E-11	9.0118E-12	7.8912E-12	3.2145E-11
7.6716E+2	1.1625E-10	8.1640E-12	1.5711E-12	6.8515E-11
7.6754E+2	8.8517E-11	8.3148E-12	2.2672E-12	9.5455E-11
7.6784E+2	9.3535E-11	2.4542E-12	2.2441E-12	2.7417E-11
7.6805E+2	1.0637E-10	9.0603E-12	8.7078E-12	7.3477E-11
7.6813E+2	6.0099E-11	4.8194E-12	6.3956E-12	6.1386E-11
7.6836E+2	8.5445E-11	7.7842E-12	2.3952E-12	7.2344E-11
7.6870E+2	1.1113E-10	5.0421E-12	2.2257E-12	7.8732E-11
7.6912E+2	1.2773E-10	7.8658E-12	2.0413E-12	1.0978E-10
7.6930E+2	1.3137E-10	9.2220E-12	2.5577E-12	5.4849E-11
7.6953E+2	9.5690E-11	6.0274E-12	2.0229E-12	8.2949E-11
7.6991E+2	1.0107E-10	2.8274E-12	2.5381E-12	7.5498E-11
7.7005E+2	6.6038E-11	2.7859E-12	2.3069E-12	1.2396E-10
7.7022E+2	7.5302E-11	3.2779E-12	2.0834E-12	5.2943E-11
7.7040E+2	5.4199E-11	5.7245E-12	2.0176E-12	9.1109E-11
7.7070E+2	1.0893E-10	2.1877E-12	8.6009E-12	6.1386E-11
7.7113E+2	8.6014E-11	2.7800E-12	1.9162E-12	5.8735E-11
7.7144E+2	7.0188E-11	2.9758E-12	2.2441E-12	5.3792E-11
7.7168E+2	8.9381E-11	8.3193E-12	7.2403E-12	7.5627E-11
7.7168E+2	4.8962E-11	2.4951E-12	8.3760E-12	4.1813E-11
7.7201E+2	6.6477E-11	3.6978E-12	8.4090E-12	9.9861E-11
7.7232E+2	9.0509E-11	4.0482E-12	2.0793E-12	1.2768E-10
7.7263E+2	1.1445E-10	5.1387E-12	7.1550E-12	9.1109E-11
7.7282E+2	1.1699E-10	2.8063E-12	2.2462E-12	1.0853E-10
7.7294E+2	2.3798E-11	3.3338E-12	8.2319E-12	9.8923E-11
7.7312E+2	1.2000E-10	4.9634E-12	6.3277E-12	9.3746E-11
7.7347E+2	7.7854E-11	3.4843E-12	6.4476E-12	8.7300E-11
7.7382E+2	5.8360E-11	2.4744E-12	1.5910E-12	1.1068E-10
7.7413E+2	1.2862E-10	9.2176E-12	5.8161E-12	5.6360E-11
7.7425E+2	8.2954E-11	3.2715E-12	6.1230E-12	1.0063E-10
7.7436E+2	8.9359E-11	6.9333E-12	1.9168E-12	1.1869E-10
7.7468E+2	9.7150E-11	1.0040E-11	5.3615E-12	5.2158E-11
7.7514E+2	1.1211E-10	5.6292E-12	2.6370E-12	1.2415E-10
7.7529E+2	7.8682E-11	6.2319E-12	2.1477E-12	7.4200E-11
7.7547E+2	6.8350E-11	8.3754E-12	5.8902E-12	1.1818E-10
7.7557E+2	1.0306E-10	5.7458E-12	2.1614E-12	7.7500E-11
7.7588E+2	1.0540E-10	7.2627E-12	1.3979E-11	5.9291E-11
7.7627E+2	9.6804E-11	9.5528E-12	8.7936E-12	8.9533E-11
7.7657E+2	9.9915E-11	2.3096E-12	1.5889E-12	7.4406E-11
7.7672E+2	1.0829E-10	1.1533E-11	7.3486E-12	9.4581E-11
7.7683E+2	1.2331E-10	8.3497E-12	8.9614E-12	9.1114E-11
7.7712E+2	9.4251E-11	2.9966E-12	1.7514E-12	7.1514E-11
7.7755E+2	9.2419E-11	2.3387E-12	2.6851E-12	1.1712E-10
7.7779E+2	5.0508E-11	3.4672E-12	5.4102E-12	5.0545E-11
7.7798E+2	6.7326E-11	5.8878E-12	7.2286E-12	5.6069E-11
7.7803E+2	3.7200E-11	9.6500E-12	2.9180E-12	4.4967E-11
7.7827E+2	8.5022E-11	4.9185E-12	8.8535E-12	2.9763E-11
7.7865E+2	8.3814E-11	5.2982E-12	2.1819E-12	9.8092E-11
7.7898E+2	8.7030E-11	2.6392E-12	6.0939E-12	1.0263E-10
7.7907E+2	9.4884E-11	3.7922E-12	7.9293E-12	8.8943E-11
7.7950E+2	1.5944E-10	9.7578E-12	1.6100E-12	1.4595E-10
7.7972E+2	8.0462E-11	5.1802E-12	1.5889E-12	9.0324E-11
7.7978E+2	9.1648E-11	2.7236E-12	6.9957E-12	9.5042E-11
7.8011E+2	1.0685E-10	2.4744E-12	1.6500E-12	8.3599E-11
7.8053E+2	7.0198E-11	3.6210E-12	2.2441E-12	6.6546E-11
7.8061E+2	9.8008E-11	8.3850E-12	8.1242E-12	6.8197E-11
7.8078E+2	1.2798E-10	3.7464E-12	2.8113E-12	5.8446E-11
7.8121E+2	5.1347E-11	7.8914E-12	1.6380E-12	1.5963E-10
7.8146E+2	9.4797E-11	9.2299E-12	6.7264E-12	1.0449E-10
7.8151E+2	7.3544E-11	6.9325E-12	1.8122E-12	8.0935E-11
7.8194E+2	9.1211E-11	4.0491E-12	6.7109E-12	5.8953E-11
7.8219E+2	7.8426E-11	1.9077E-12	2.3692E-12	1.3626E-10
7.8228E+2	1.4632E-10	6.2687E-12	8.5746E-12	7.5220E-11
7.8302E+2	8.9958E-11	6.3317E-12	7.4812E-12	5.4635E-11
7.8281E+2	1.2527E-10	2.6687E-12	1.5086E-12	2.1248E-11
7.8335E+2	3.7385E-11	1.7443E-12	2.5787E-12	5.5153E-11
7.8342E+2	1.0107E-10	2.8063E-12	8.5880E-12	8.4728E-11
7.8379E+2	2.7826E-11	3.3992E-12	6.1082E-12	4.7766E-11
7.8402E+2	5.9668E-11	4.6264E-12	2.1819E-12	2.5463E-11
7.8429E+2	1.0398E-10	2.0047E-12	2.3730E-12	5.0327E-11
7.8427E+2	1.0100E-10	2.7227E-12	2.4735E-12	1.2402E-10
7.8491E+2	1.1236E-10	5.6136E-12	3.1821E-12	8.9315E-11
7.8483E+2	9.8565E-11	8.5516E-12	1.8528E-12	1.0520E-10
7.8503E+2	8.4800E-11	2.1465E-12	1.8546E-12	6.4924E-11
7.8526E+2	1.1734E-10	4.0043E-12	2.1407E-12	1.2463E-10
7.8592E+2	1.0246E-10	8.5982E-12	1.7765E-12	8.1556E-11
7.8606E+2	8.3840E-11	8.1154E-12	1.3101E-12	8.7786E-11
7.8617E+2	4.7018E-11	3.4538E-12	2.3078E-12	1.0578E-10
7.8631E+2	1.3650E-10	1.1418E-11	5.0601E-12	6.8723E-11
7.8685E+2	1.0167E-10	8.5982E-12	2.9180E-12	9.5524E-11
7.8697E+2	6.9232E-11	2.1716E-12	2.0998E-12	7.5220E-11
7.8720E+2	6.8517E-11	6.8114E-12	1.9168E-12	6.5618E-11
7.8753E+2	6.3158E-11	2.2315E-12	1.8142E-12	1.2544E-10
7.8764E+2	6.9465E-11	6.8114E-12	2.3289E-12	4.1339E-11
7.8814E+2	1.0691E-10	2.2292E-12	1.9142E-12	7.4607E-11
7.8818E+2	1.5289E-10	8.7320E-12	1.8122E-12	6.5083E-11
7.8871E+2	1.1236E-10	6.5821E-12	1.5486E-12	3.7691E-11
7.8867E+2	3.0885E-11	3.8813E-12	2.2026E-12	5.9127E-11
7.8917E+2	8.8550E-11	1.2284E-11	5.5406E-12	9.6881E-11
7.8927E+2	6.2089E-11	4.3795E-12	1.8528E-12	4.6118E-11
7.8957E+2	1.1376E-10	4.8807E-12	1.5910E-12	1.1499E-10
7.8996E+2	6.6968E-11	2.8908E-12	2.6000E-12	9.2456E-11
